year,ward_id,ward_name,source_rows,source_districts,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,literacy_rate,work_participation_rate,non_worker_rate,sc_share,st_share,female_share,child_share,main_worker_share,marginal_worker_share,agri_main_worker_share,hh_industry_main_worker_share,other_main_worker_share
2011,35,GHMC (M Corp.) (Part) WARD NO.-0035,1,536,7882,40214,20350,19864,4495,2354,2141,1214,631,583,42,20,22,28897,15078,13819,11317,5272,6045,12835,9473,3362,9122,7325,1797,251,117,134,144,91,53,532,413,119,8195,6704,1491,3713,2148,1565,314,142,172,54,28,26,200,48,152,3145,1930,1215,3553,2030,1523,314,142,172,52,26,26,193,48,145,2994,1814,1180,160,118,42,0,0,0,2,2,0,7,0,7,151,116,35,27379,10877,16502,0.8090092107841765,0.31916745412045555,0.6808325458795444,0.030188491570099965,0.0010444123936937384,0.4939573282936291,0.11177699308698463,0.22683642512557817,0.09233102899487741,0.015786011839508878,0.05832054374040781,0.8983775487831616
2011,36,GHMC (M Corp.) (Part) WARD NO.-0036,1,536,6365,32375,16591,15784,3822,1966,1856,669,344,325,389,198,191,23635,12665,10970,8740,3926,4814,9692,7452,2240,6644,5473,1171,376,318,58,113,53,60,92,49,43,6063,5053,1010,3048,1979,1069,83,37,46,93,50,43,47,21,26,2825,1871,954,2919,1896,1023,83,37,46,86,46,40,32,14,18,2718,1799,919,129,83,46,0,0,0,7,4,3,15,7,8,107,72,35,22683,9139,13544,0.8277589044933983,0.2993667953667954,0.7006332046332047,0.020664092664092665,0.012015444015444016,0.48753667953667956,0.11805405405405406,0.2052200772200772,0.09414671814671814,0.017007826610475618,0.013847080072245636,0.9125526791089705
2011,37,GHMC (M Corp.) (Part) WARD NO.-0037,1,536,5854,30725,15904,14821,3488,1818,1670,373,199,174,90,53,37,24212,12807,11405,6513,3097,3416,9640,7450,2190,6913,5662,1251,129,74,55,130,90,40,120,74,46,6534,5424,1110,2727,1788,939,141,79,62,45,28,17,53,18,35,2488,1663,825,2594,1695,899,140,78,62,44,27,17,38,15,23,2372,1575,797,133,93,40,1,1,0,1,1,0,15,3,12,116,88,28,21085,8454,12631,0.8889378419062305,0.31375101708706266,0.6862489829129373,0.012139951179820993,0.0029292107404393815,0.4823759153783564,0.11352318958502848,0.2249959316517494,0.08875508543531327,0.018805149717922753,0.017358599739621002,0.9451757558223637
2011,38,GHMC (M Corp.) (Part) WARD NO.-0038,1,536,5007,25782,13328,12454,2994,1522,1472,508,260,248,60,32,28,20385,10835,9550,5397,2493,2904,8197,6489,1708,5929,5162,767,95,61,34,110,88,22,513,434,79,5211,4579,632,2268,1327,941,174,84,90,34,22,12,188,109,79,1872,1112,760,2225,1297,928,173,84,89,33,21,12,181,102,79,1838,1090,748,43,30,13,1,0,1,1,1,0,7,7,0,34,22,12,17585,6839,10746,0.8945497630331753,0.3179349934062524,0.6820650065937476,0.019703669226592196,0.0023272050267628577,0.4830501900550772,0.1161275308354666,0.2299666433946164,0.08796835001163603,0.01855287569573284,0.08652386574464496,0.878900320458762
2011,39,GHMC (M Corp.) (Part) WARD NO.-0039,1,536,12960,68878,35824,33054,9462,5062,4400,5,4,1,166,82,84,47400,25157,22243,21478,10667,10811,19503,15312,4191,10526,8405,2121,206,121,85,607,409,198,141,66,75,9572,7809,1763,8977,6907,2070,130,56,74,390,303,87,119,63,56,8338,6485,1853,7113,5232,1881,122,55,67,376,296,80,91,51,40,6524,4830,1694,1864,1675,189,8,1,7,14,7,7,28,12,16,1814,1655,159,49375,20512,28863,0.7977649118082671,0.28315282092975985,0.7168471790702401,7.2592119399518e-05,0.0024100583640639973,0.4798919829263335,0.13737332675164785,0.15282092975986528,0.1303318911698946,0.057666730001900056,0.013395401862055862,0.9093672810184306
2011,40,GHMC (M Corp.) (Part) WARD NO.-0040,1,536,6238,31269,16101,15168,3893,2078,1815,2135,1110,1025,213,112,101,23778,12565,11213,7491,3536,3955,9807,7792,2015,7420,6221,1199,30,15,15,64,37,27,83,56,27,7243,6113,1130,2387,1571,816,48,26,22,12,11,1,38,11,27,2289,1523,766,2296,1499,797,48,26,22,9,8,1,37,11,26,2202,1454,748,91,72,19,0,0,0,3,3,0,1,0,1,87,69,18,21462,8309,13153,0.8685710111046172,0.31363331094694424,0.6863666890530558,0.0682784866800985,0.00681185839009882,0.4850810707090089,0.12450030381528031,0.2372957241996866,0.07633758674725767,0.00862533692722372,0.011185983827493261,0.976145552560647
2011,41,GHMC (M Corp.) (Part) WARD NO.-0041,1,536,7257,31812,16073,15739,3516,1864,1652,3121,1580,1541,525,297,228,23531,12587,10944,8281,3486,4795,11851,8737,3114,9078,7301,1777,81,34,47,148,77,71,302,222,80,8547,6968,1579,2773,1436,1337,75,34,41,44,25,19,97,23,74,2557,1354,1203,2700,1400,1300,75,34,41,44,25,19,85,21,64,2496,1320,1176,73,36,37,0,0,0,0,0,0,12,2,10,61,34,27,19961,7336,12625,0.8316016398077467,0.3725323777190997,0.6274676222809003,0.09810763233999749,0.016503206337231232,0.4947504086508236,0.11052433044134288,0.2853640135797812,0.0871683641393185,0.016303150473672614,0.03326723948006169,0.9415069398545935
2011,42,GHMC (M Corp.) (Part) WARD NO.-0042,1,536,6379,28678,14588,14090,3283,1728,1555,1642,813,829,409,210,199,21792,11549,10243,6886,3039,3847,10924,8155,2769,9096,7028,2068,52,31,21,77,49,28,383,290,93,8584,6658,1926,1828,1127,701,64,26,38,8,7,1,72,40,32,1684,1054,630,1742,1072,670,63,26,37,8,7,1,65,36,29,1606,1003,603,86,55,31,1,0,1,0,0,0,7,4,3,78,51,27,17754,6433,11321,0.85812167749557,0.38091917149034105,0.619080828509659,0.05725643350303369,0.01426180347304554,0.49131738614966175,0.11447799707092544,0.31717693005091013,0.06374224143943093,0.008465259454705365,0.042106420404573436,0.9437115215479331
2011,43,GHMC (M Corp.) (Part) WARD NO.-0043,1,536,8669,57542,31214,26328,8773,5118,3655,21,10,11,3855,2210,1645,34916,19973,14943,22626,11241,11385,16908,11903,5005,11428,8674,2754,397,243,154,1080,786,294,263,104,159,9688,7541,2147,5480,3229,2251,241,127,114,522,371,151,353,72,281,4364,2659,1705,5248,3103,2145,237,124,113,489,353,136,336,65,271,4186,2561,1625,232,126,106,4,3,1,33,18,15,17,7,10,178,98,80,40634,19311,21323,0.7159466054255778,0.2938375447499218,0.7061624552500783,0.0003649508185325501,0.06699454311633242,0.45754405477738,0.1524625490945744,0.19860275972333252,0.09523478502658927,0.09450472523626181,0.023013650682534127,0.847742387119356
2011,44,GHMC (M Corp.) (Part) WARD NO.-0044,1,536,7013,41854,21339,20515,5820,2976,2844,8,5,3,192,96,96,26700,14172,12528,15154,7167,7987,13723,10253,3470,9556,8033,1523,188,105,83,156,95,61,144,70,74,9068,7763,1305,4167,2220,1947,270,171,99,56,31,25,106,34,72,3735,1984,1751,4034,2131,1903,265,167,98,51,26,25,93,29,64,3625,1909,1716,133,89,44,5,4,1,5,5,0,13,5,8,110,75,35,28131,11086,17045,0.7409668646278514,0.32787786113633105,0.6721221388636689,0.00019114063171978782,0.004587375161274908,0.49015625746643093,0.13905480957614566,0.22831748458928658,0.09956037654704449,0.016324822101297615,0.01506906655504395,0.9489326077856843
2011,45,GHMC (M Corp.) (Part) WARD NO.-0045,1,536,6564,38433,19898,18535,5724,2988,2736,0,0,0,98,42,56,25478,13633,11845,12955,6265,6690,10952,8425,2527,7767,6532,1235,162,110,52,166,113,53,141,79,62,7298,6230,1068,3185,1893,1292,158,104,54,50,35,15,189,51,138,2788,1703,1085,3014,1759,1255,157,103,54,43,29,14,156,29,127,2658,1598,1060,171,134,37,1,1,0,7,6,1,33,22,11,130,105,25,27481,11473,16008,0.778929346662998,0.28496344287461295,0.715036557125387,0.0,0.00254989201987875,0.48226784273931256,0.14893450940597924,0.20209195222855358,0.08287149064605938,0.021372473284408396,0.018153727307840865,0.9396163254795932
2011,46,GHMC (M Corp.) (Part) WARD NO.-0046,1,536,3575,21082,10942,10140,2970,1542,1428,0,0,0,1324,670,654,14696,7911,6785,6386,3031,3355,7312,5077,2235,5758,4010,1748,81,40,41,128,77,51,82,52,30,5467,3841,1626,1554,1067,487,64,34,30,19,8,11,33,17,16,1438,1008,430,1502,1035,467,64,34,30,18,8,10,29,16,13,1391,977,414,52,32,20,0,0,0,1,0,1,4,1,3,47,31,16,13770,5865,7905,0.8113957597173145,0.34683616355184516,0.6531638364481548,0.0,0.0628023906650223,0.4809790342472251,0.1408784745280334,0.2731239920311166,0.07371217152072858,0.022229940951719346,0.014241055922195206,0.9494616186175755
2011,47,GHMC (M Corp.) (Part) WARD NO.-0047,1,536,5066,28268,14579,13689,4058,2142,1916,60,32,28,32,18,14,20565,10786,9779,7703,3793,3910,8229,6492,1737,6363,5318,1045,104,26,78,139,83,56,130,92,38,5990,5117,873,1866,1174,692,48,30,18,31,22,9,63,29,34,1724,1093,631,1676,1037,639,48,30,18,25,17,8,45,22,23,1558,968,590,190,137,53,0,0,0,6,5,1,18,7,11,166,125,41,20039,8087,11952,0.8494423791821561,0.2911065515777558,0.7088934484222442,0.0021225413895570966,0.0011320220744304515,0.48425781802745155,0.14355454931371162,0.22509551436253006,0.06601103721522569,0.021845041647021845,0.02043061449002043,0.9413798522709413
2011,48,GHMC (M Corp.) (Part) WARD NO.-0048,1,536,6457,37323,19742,17581,5424,2891,2533,137,77,60,173,89,84,26269,14275,11994,11054,5467,5587,10059,8091,1968,6746,5596,1150,109,80,29,236,173,63,202,118,84,6199,5225,974,3313,2495,818,53,33,20,41,22,19,50,34,16,3169,2406,763,3188,2398,790,53,33,20,36,18,18,47,32,15,3052,2315,737,125,97,28,0,0,0,5,4,1,3,2,1,117,91,26,27264,11651,15613,0.8235054390419763,0.269512097098304,0.730487902901696,0.0036706588430726363,0.004635211531763256,0.4710500227741607,0.1453259384293867,0.18074645660852556,0.08876564048977842,0.03498369404091314,0.029943670323154464,0.9189149125407648
2011,49,GHMC (M Corp.) (Part) WARD NO.-0049,1,536,3197,17601,9222,8379,1898,1005,893,179,90,89,5,1,4,13830,7651,6179,3771,1571,2200,5886,4576,1310,4996,4167,829,103,83,20,388,268,120,388,335,53,4117,3481,636,890,409,481,26,14,12,19,6,13,141,31,110,704,358,346,744,367,377,26,14,12,18,5,13,50,21,29,650,327,323,146,42,104,0,0,0,1,1,0,91,10,81,54,31,23,11715,4646,7069,0.8807234286442082,0.3344128174535538,0.6655871825464462,0.01016987671155048,0.0002840747684790637,0.4760524970172149,0.10783478211465258,0.28384750866428043,0.05056530878927334,0.07766212970376302,0.07766212970376302,0.8240592473979184
2011,50,GHMC (M Corp.) (Part) WARD NO.-0050,1,536,5841,30615,15687,14928,3470,1798,1672,2034,988,1046,130,67,63,23416,12612,10804,7199,3075,4124,10396,8543,1853,8639,7504,1135,56,37,19,63,50,13,335,240,95,8185,7177,1008,1757,1039,718,133,57,76,35,14,21,257,110,147,1332,858,474,1563,877,686,133,57,76,30,9,21,208,72,136,1192,739,453,194,162,32,0,0,0,5,5,0,49,38,11,140,119,21,20219,7144,13075,0.8626266347393626,0.3395721051772007,0.6604278948227993,0.06643802057814796,0.004246284501061571,0.4876041156295933,0.11334313245141271,0.282181936959007,0.0573901682181937,0.007292510707257785,0.03877763630049774,0.9474476212524597
2011,51,GHMC (M Corp.) (Part) WARD NO.-0051,1,536,6722,35729,18674,17055,4093,2232,1861,678,335,343,40,19,21,27327,14910,12417,8402,3764,4638,14082,9707,4375,9955,7406,2549,110,69,41,184,90,94,551,465,86,9110,6782,2328,4127,2301,1826,105,55,50,28,10,18,94,22,72,3900,2214,1686,4054,2271,1783,105,55,50,28,10,18,88,19,69,3833,2187,1646,73,30,43,0,0,0,0,0,0,6,3,3,67,27,40,21647,8967,12680,0.8637944114300165,0.3941336169498167,0.6058663830501834,0.018976181813093004,0.0011195387500349855,0.47734333454616695,0.11455680259732991,0.278625206414957,0.11550841053485963,0.018483174284279258,0.05534907081868408,0.9151180311401306
2011,52,GHMC (M Corp.) (Part) WARD NO.-0052,1,536,5735,28660,14772,13888,3191,1665,1526,2748,1404,1344,125,67,58,20367,11237,9130,8293,3535,4758,10328,7911,2417,7586,6003,1583,102,58,44,94,53,41,149,95,54,7241,5797,1444,2742,1908,834,46,17,29,15,10,5,30,13,17,2651,1868,783,2393,1628,765,46,17,29,14,10,4,20,7,13,2313,1594,719,349,280,69,0,0,0,1,0,1,10,6,4,338,274,64,18332,6861,11471,0.7996780399701598,0.3603628750872296,0.6396371249127704,0.0958827634333566,0.004361479413817167,0.4845778087927425,0.11133984647592464,0.26468946266573623,0.09567341242149337,0.012391247034010018,0.019641444766675453,0.9545214869496441
2011,53,GHMC (M Corp.) (Part) WARD NO.-0053,1,536,6310,31292,16017,15275,3658,1961,1697,3504,1728,1776,3037,1543,1494,22366,11822,10544,8926,4195,4731,9987,8049,1938,8216,6964,1252,118,78,40,69,50,19,83,58,25,7946,6778,1168,1771,1085,686,169,127,42,5,3,2,14,8,6,1583,947,636,1736,1069,667,169,127,42,5,3,2,12,7,5,1550,932,618,35,16,19,0,0,0,0,0,0,2,1,1,33,15,18,21305,7968,13337,0.8093652746616486,0.3191550556052665,0.6808449443947335,0.11197750223699349,0.09705356001533938,0.48814393455196214,0.11689888789466957,0.26255912054199154,0.05659593506327496,0.008398247322297955,0.01010223953261928,0.9671372930866602
2011,54,GHMC (M Corp.) (Part) WARD NO.-0054,1,536,7489,40105,20614,19491,5539,2901,2638,605,324,281,459,246,213,27638,14642,12996,12467,5972,6495,12795,9976,2819,10220,8422,1798,144,63,81,75,48,27,99,68,31,9902,8243,1659,2575,1554,1021,96,32,64,55,44,11,37,17,20,2387,1461,926,2451,1459,992,95,31,64,53,42,11,24,7,17,2279,1379,900,124,95,29,1,1,0,2,2,0,13,10,3,108,82,26,27310,10638,16672,0.7995718335937048,0.31903752649295597,0.680962473507044,0.015085400822840045,0.011444956987906745,0.48599925196359556,0.1381124548061339,0.254831068445331,0.06420645804762498,0.007338551859099804,0.009686888454011743,0.9688845401174169
2011,55,GHMC (M Corp.) (Part) WARD NO.-0055,1,536,6908,38482,19580,18902,5557,2816,2741,497,257,240,664,375,289,26455,13890,12565,12027,5690,6337,11076,8798,2278,9095,7508,1587,67,41,26,173,106,67,426,233,193,8429,7128,1301,1981,1290,691,69,31,38,63,40,23,96,55,41,1753,1164,589,1834,1200,634,69,31,38,62,39,23,79,50,29,1624,1080,544,147,90,57,0,0,0,1,1,0,17,5,12,129,84,45,27406,10782,16624,0.8034927866362946,0.2878228782287823,0.7121771217712177,0.012915129151291513,0.017254820435528298,0.4911906865547529,0.14440517644613066,0.23634426485109922,0.05147861337768307,0.01902144035184167,0.046838922484881806,0.9267729521715228
2011,56,GHMC (M Corp.) (Part) WARD NO.-0056,1,536,10259,56773,28928,27845,7597,3837,3760,354,173,181,134,65,69,37607,19952,17655,19166,8976,10190,17300,13284,4016,12295,10151,2144,177,114,63,482,384,98,210,104,106,11426,9549,1877,5005,3133,1872,161,104,57,305,254,51,172,75,97,4367,2700,1667,4749,2971,1778,159,103,56,256,212,44,146,67,79,4188,2589,1599,256,162,94,2,1,1,49,42,7,26,8,18,179,111,68,39473,15644,23829,0.7647429640475029,0.3047223151850351,0.6952776848149649,0.006235358356965459,0.0023602768921846652,0.4904620153946418,0.13381360858154404,0.2165642118612721,0.08815810332376306,0.039202928019520134,0.01708011386742578,0.9293208621390809
2011,57,GHMC (M Corp.) WARD NO.-0057,1,537,9964,53631,27507,26124,7895,4050,3845,1248,658,590,415,217,198,32308,17068,15240,21323,10439,10884,17242,13488,3754,13362,11077,2285,105,75,30,319,240,79,359,252,107,12579,10510,2069,3880,2411,1469,56,27,29,269,212,57,360,222,138,3195,1950,1245,3243,1969,1274,53,25,28,204,155,49,258,148,110,2728,1641,1087,637,442,195,3,2,1,65,57,8,102,74,28,467,309,158,36389,14019,22370,0.706401959069442,0.3214931662657791,0.6785068337342208,0.023270123622531745,0.007738061941787399,0.4871063377524193,0.14720963621785907,0.2491469485931644,0.07234621767261472,0.023873671606047,0.02686723544379584,0.9414009878760664
2011,58,GHMC (M Corp.) WARD NO.-0058,1,537,12237,52306,27228,25078,7042,3663,3379,3946,1982,1964,825,455,370,32942,18806,14136,19364,8422,10942,23354,16061,7293,20640,14686,5954,81,59,22,180,123,57,1176,715,461,19203,13789,5414,2714,1375,1339,23,12,11,74,25,49,141,43,98,2476,1295,1181,2611,1318,1293,22,12,10,70,24,46,131,39,92,2388,1243,1145,103,57,46,1,0,1,4,1,3,10,4,6,88,52,36,28952,11167,17785,0.727774832096147,0.4464879746109433,0.5535120253890567,0.0754406760218713,0.01577256911253011,0.4794478644897335,0.13463082629143885,0.394601001797117,0.05188697281382633,0.00872093023255814,0.056976744186046514,0.9303779069767442
2011,59,GHMC (M Corp.) WARD NO.-0059,1,537,13104,57040,28734,28306,6871,3533,3338,9727,4844,4883,1402,726,676,41610,22206,19404,15430,6528,8902,20135,15143,4992,17609,13640,3969,200,149,51,530,325,205,352,242,110,16527,12924,3603,2526,1503,1023,84,33,51,133,68,65,120,61,59,2189,1341,848,2266,1330,936,84,33,51,118,59,59,106,51,55,1958,1187,771,260,173,87,0,0,0,15,9,6,14,10,4,231,154,77,36905,13591,23314,0.8293966393589667,0.3529978962131837,0.6470021037868162,0.17052945301542777,0.024579242636746143,0.4962482468443198,0.12045932678821879,0.30871318373071527,0.044284712482468444,0.030098245215514793,0.01998977795445511,0.938554148446817
2011,60,GHMC (M Corp.) WARD NO.-0060,1,537,13083,66846,34234,32612,10025,5091,4934,2364,1195,1169,414,206,208,40726,21808,18918,26120,12426,13694,23053,17163,5890,16450,13258,3192,140,89,51,281,183,98,656,428,228,15373,12558,2815,6603,3905,2698,116,47,69,164,62,102,381,161,220,5942,3635,2307,5838,3531,2307,110,47,63,135,49,86,274,109,165,5319,3326,1993,765,374,391,6,0,6,29,13,16,107,52,55,623,309,314,43793,17071,26722,0.7167420495943401,0.3448673069443198,0.6551326930556802,0.03536486850372498,0.006193339915626963,0.4878676360590013,0.1499715764593244,0.2460880232175448,0.09877928372677497,0.017082066869300912,0.03987841945288754,0.9345288753799392
2011,61,GHMC (M Corp.) (Part) WARD NO.-0061,1,536,9040,43718,22499,21219,6020,3140,2880,1377,701,676,373,198,175,29882,16183,13699,13836,6316,7520,14898,11431,3467,12344,9933,2411,120,66,54,109,74,35,514,390,124,11601,9403,2198,2554,1498,1056,239,83,156,36,23,13,64,35,29,2215,1357,858,2277,1298,979,239,83,156,34,22,12,52,26,26,1952,1167,785,277,200,77,0,0,0,2,1,1,12,9,3,263,190,73,28820,11068,17752,0.7926680460501884,0.3407749668328835,0.6592250331671166,0.03149732375680498,0.00853195480122604,0.4853607209844915,0.1377007182396267,0.2823550940116199,0.058419872821263555,0.008830200907323397,0.04163966299416721,0.9398088139987039
2011,62,GHMC (M Corp.) (Part) WARD NO.-0062,1,536,7061,33674,17334,16340,4554,2400,2154,7076,3639,3437,279,139,140,21257,11848,9409,12417,5486,6931,11958,9232,2726,9208,7668,1540,77,39,38,53,35,18,365,283,82,8713,7311,1402,2750,1564,1186,186,80,106,18,7,11,97,58,39,2449,1419,1030,2318,1329,989,184,79,105,17,6,11,84,51,33,2033,1193,840,432,235,197,2,1,1,1,1,0,13,7,6,416,226,190,21716,8102,13614,0.7299793956043956,0.3551107679515353,0.6448892320484647,0.21013244639781434,0.008285323988834116,0.48524083862920947,0.13523786897903428,0.2734453881332779,0.0816653798182574,0.005755864465682016,0.03963944396177237,0.9462423979148566
2011,63,GHMC (M Corp.) (Part) WARD NO.-0063,1,536,7263,37129,19065,18064,5861,2995,2866,802,423,379,21,12,9,22527,11971,10556,14602,7094,7508,11336,9144,2192,8790,7559,1231,80,46,34,145,102,43,622,528,94,7943,6883,1060,2546,1585,961,169,69,100,104,69,35,145,96,49,2128,1351,777,2157,1284,873,168,69,99,58,28,30,124,87,37,1807,1100,707,389,301,88,1,0,1,46,41,5,21,9,12,321,251,70,25793,9921,15872,0.7204490213636945,0.3053139055724636,0.6946860944275365,0.021600366290500685,0.0005655956260604918,0.48651997091222493,0.1578550459209782,0.23674216919389157,0.068571736378572,0.016496018202502846,0.07076222980659841,0.9036405005688282
2011,64,GHMC (M Corp.) (Part) WARD NO.-0064,1,536,9207,42684,21766,20918,5582,2925,2657,1503,754,749,172,87,85,27507,14902,12605,15177,6864,8313,14705,11393,3312,11495,9433,2062,166,104,62,73,47,26,330,213,117,10926,9069,1857,3210,1960,1250,205,82,123,28,19,9,95,40,55,2882,1819,1063,2853,1728,1125,204,82,122,26,17,9,87,37,50,2536,1592,944,357,232,125,1,0,1,2,2,0,8,3,5,346,227,119,27979,10373,17606,0.7413886043879037,0.34450848092962233,0.6554915190703776,0.035212257520382345,0.0040296129697310465,0.4900665354699653,0.13077499765720177,0.26930465748289756,0.07520382344672477,0.006350587211831231,0.028708133971291867,0.9505002174858634
2011,65,GHMC (M Corp.) (Part) WARD NO.-0065,1,536,8887,42365,21824,20541,5606,2924,2682,3119,1560,1559,227,122,105,28708,15420,13288,13657,6404,7253,14602,11077,3525,11234,9044,2190,111,55,56,152,95,57,831,662,169,10140,8232,1908,3368,2033,1335,150,76,74,33,21,12,176,104,72,3009,1832,1177,3165,1879,1286,149,75,74,33,21,12,144,82,62,2839,1701,1138,203,154,49,1,1,0,0,0,0,32,22,10,170,131,39,27763,10747,17016,0.7809788079109878,0.3446713088634486,0.6553286911365513,0.07362209370942996,0.00535819662457217,0.4848577835477399,0.13232621267555766,0.2651717219402809,0.0794995869231677,0.013530354281645006,0.07397187110557236,0.9026170553676339
2011,66,GHMC (M Corp.) (Part) WARD NO.-0066,1,536,8121,41452,20894,20558,5553,2816,2737,639,322,317,24,13,11,29200,15345,13855,12252,5549,6703,13144,9972,3172,10622,8489,2133,182,112,70,162,117,45,445,205,240,9833,8055,1778,2522,1483,1039,150,73,77,43,31,12,129,54,75,2200,1325,875,2295,1319,976,150,73,77,40,28,12,118,51,67,1987,1167,820,227,164,63,0,0,0,3,3,0,11,3,8,213,158,55,28308,10922,17386,0.8133931307278754,0.31708964585544724,0.6829103541445527,0.015415420245102769,0.0005789829200038599,0.495947119559973,0.1339621731158931,0.256248190678375,0.060841455177072276,0.015251365091319902,0.041894181886650346,0.9257202033515346
2011,67,GHMC (M Corp.) (Part) WARD NO.-0067,1,536,8964,40688,21165,19523,4480,2358,2122,3147,1623,1524,667,346,321,31220,16794,14426,9468,4371,5097,16231,11835,4396,13411,10139,3272,147,83,64,173,128,45,448,136,312,12643,9792,2851,2820,1696,1124,107,62,45,45,26,19,132,17,115,2536,1591,945,2408,1390,1018,106,61,45,41,23,18,125,16,109,2136,1290,846,412,306,106,1,1,0,4,3,1,7,1,6,400,301,99,24457,9330,15127,0.8622403888643394,0.3989136846244593,0.6010863153755407,0.07734467164766025,0.01639303971686984,0.4798220605583956,0.11010617381046009,0.32960578057412504,0.06930790405033425,0.012899858325255387,0.0334054134665573,0.9427335769144732
2011,68,GHMC (M Corp.) (Part) WARD NO.-0068,1,536,13613,60074,30664,29410,7838,4086,3752,2532,1276,1256,285,154,131,42218,22715,19503,17856,7949,9907,21806,16321,5485,17585,13717,3868,205,124,81,232,149,83,541,316,225,16607,13128,3479,4221,2604,1617,202,86,116,73,48,25,125,41,84,3821,2429,1392,3609,2184,1425,202,86,116,66,42,24,112,34,78,3229,2022,1207,612,420,192,0,0,0,7,6,1,13,7,6,592,407,185,38268,14343,23925,0.8082165556321311,0.3629856510303959,0.6370143489696042,0.04214801744515098,0.0047441488830442455,0.4895628724573027,0.13047241735193263,0.29272230915204583,0.07026334187835004,0.013193062268979244,0.03076485641171453,0.9443844185385272
2011,69,GHMC (M Corp.) (Part) WARD NO.-0069,1,536,8755,39933,20532,19401,5249,2737,2512,4600,2308,2292,535,285,250,28441,15485,12956,11492,5047,6445,13915,10508,3407,10871,8793,2078,126,81,45,222,134,88,259,167,92,10264,8411,1853,3044,1715,1329,98,42,56,89,54,35,149,51,98,2708,1568,1140,2797,1599,1198,98,42,56,80,49,31,107,43,64,2512,1465,1047,247,116,131,0,0,0,9,5,4,42,8,34,196,103,93,26018,10024,15994,0.8200034598085573,0.3484586682693512,0.6515413317306489,0.11519294818821527,0.0133974407131946,0.485838779956427,0.13144517066085692,0.27223098690306263,0.07622768136628853,0.020421304387820808,0.023824855119124275,0.9441633704351026
2011,70,GHMC (M Corp.) (Part) WARD NO.-0070,1,536,12437,63787,31868,31919,9423,4835,4588,774,388,386,78,40,38,46339,23793,22546,17448,8075,9373,18369,14833,3536,13462,11576,1886,174,100,74,155,89,66,247,188,59,12886,11199,1687,4907,3257,1650,332,156,176,42,26,16,80,51,29,4453,3024,1429,4242,2666,1576,332,156,176,40,24,16,64,41,23,3806,2445,1361,665,591,74,0,0,0,2,2,0,16,10,6,647,579,68,45418,17035,28383,0.8523839305422706,0.2879740385972063,0.7120259614027937,0.012134133914433975,0.001222819696803424,0.5003997679778012,0.14772602567921364,0.21104613792779092,0.07692790066941539,0.011513890952310207,0.01834794235626207,0.9572128955578666
2011,71,GHMC (M Corp.) (Part) WARD NO.-0071,1,536,9350,49565,26517,23048,6194,3141,3053,691,358,333,50,38,12,35861,20352,15509,13704,6165,7539,19300,14546,4754,14215,11881,2334,203,114,89,195,136,59,186,90,96,13631,11541,2090,5085,2665,2420,273,111,162,69,27,42,207,35,172,4536,2492,2044,4941,2578,2363,272,110,162,68,26,42,194,29,165,4407,2413,1994,144,87,57,1,1,0,1,1,0,13,6,7,129,79,50,30265,11971,18294,0.8268428212399991,0.38938767275295066,0.6106123272470493,0.013941289216180772,0.0010087763542822555,0.46500554826994855,0.12496721476848582,0.2867951175224453,0.1025925552305054,0.01371790362293352,0.013084769609567358,0.9589166373549068
